                  ,                                                                                                   ,     ,         ,                                        ,         , 2026 Update    ,        , 0.03
                  ,                                                                                                   ,     ,         ,                                        ,         , Revised Pricing,        , 
                  ,                                                                                                   ,     ,         ,                                        ,         , Install        , Remove , Transfer
CND-SBT           , "CND,Secondary Breaker Twist/lash"                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 17.8           , 0      , 0
CND-TC2750        , "CND,Trunion,Clamp,2750 kcmil max"                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 68.97          , 41.95  , 0
CON-SEC-L         , "Large secondary cable (Quad or triplex, greater than 4/0)"                                       , FT  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0.42           , 0.14   , 0.42
CPD-BC            , "CPD,Bushing Cvr"                                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 6.67           , 3.81   , 0
CPD-CC            , "CPD,Control Wire"                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 22.25          , 19.07  , 38.14
CPD-CS            , "CPD,Current Sensor"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 40.05          , 22.25  , 15.57
CPD-ELF           , "CPD,ELF Fuse"                                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 28.92          , 28.92  , 0
CPD-MB-6          , "CPD,Mount Bkt,6 Unit"                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 42.27          , 22.73  , 71.13
CPD-PT            , "CPD,Pwr Trans"                                                                                   , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 62.29          , 22.25  , 51.17
CPD-SW            , "CPD,Switch (any size, any voltage)"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 62.29          , 22.25  , 51.17
CTRL              , "Pole mounted control (capacitor, regulator, recloser)"                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 70.23          , 24.47  , 88.71
EAG               , Electrostatic Animal Guard                                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 13.35          , 8.9    , 0
FCI               , OH fault indicator                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 22.25          , 11.12  , 23.36
GND-CW-4-TD       , "GND,Copperweld,#4,Theft Deterrent"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-EB-4          , "GND,Equip bus assy,#4"                                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-EE-4          , "GND,Extend Gnd To Guy/Eq,#4"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-EERIV-4       , "GND,Extend Gnd To Guy/Eq/RivNut,#4"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-EN-4          , "GND,Extend Gnd To Arm,#4"                                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-ENSLP-4       , "GND,Extend Gnd Across Slip Joint,#4"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-ES-4          , "GND,Ext. gnd to Sheilded/Static,#4"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-GRID          , "GND, Gnd grid (4 rods, connectors, wire, etc.)"                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-HW-4-TD       , "GND,Hidewire,#4,Theft Deterrent"                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-LG            , "GND,Lug, lighting"                                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-MD            , "GND,Wire Mldg Only"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-PL            , "GND,Gnd Plate"                                                                                   , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-ROD           , GND Rod && clamp only                                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-SAM           , "GND,Sacrificial Anode Magnesium"                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-WD            , "GND,Wood Wire Mldg Only"                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GND-WR            , "GND,Wire Replace"                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GUY               , "Guy, complete assembly"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 131.96         , 44.5   , 0
GYD-STA           , "GYD,Sleeve Tension Auto Guy Splice"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
GYD-SWF           , "GYD,Sidewalk Fitting"                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LTD-FDSF          , "LTD,Area Lt,Foundation,Screw,Fiberglass"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LTD-FSH           , "LTD,Area Lt,Fuse,Holder"                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LTD-MR            , "LTD,Area.Ltg.MultRelay"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LTD-PED           , "LTD,St Lt Pedestal"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LTD-SFD           , "LTD,St Lt,Foundation,Embeded"                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
LVM-CCM           , "LVM,Control and Cable Mtng, Cable Incl"                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 71.19          , 28.92  , 191.33
LVM-CMP           , "LVM,Complete"                                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 182.43         , 64.52  , 153.51
MLBR-I10M-R5M-T10M, METER LABOR - MR_.21_2                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MO                , Material only unit                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-CT            , "MTD,Current Xfmr"                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-OB            , "MTD,Option Board input/Output"                                                                   , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 155.74         , 137.94 , 304.8
MTD-PED           , "MTD,Meter Pedestal"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 69.97          , 35.93  , 0
MTD-PMBKT1        , "Primary Metering Bracket, 1ph, 15kV"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PMBKT3        , "Primary Metering Bracket, 3ph, 15kV"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PMCDTR        , "MTD,PRI METER, CDT REQ, POLE INSTALL"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PMCMP         , "MTD,PRI METER, COMPLETE, POLE INSTALL"                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PMMSXFR       , Primary Meter Meter Socket Xfr Rated                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-POLMS         , Pole Mounted Meter Socket                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PT            , "MTD,Potential Xfmr"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-PTV           , "MTD,Potential Xfmr type"                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-SCVR          , "MTD, Socket, Cover"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-SMBKT         , "Secondary Metering Bracket, 600V"                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTD-SS            , "MTD,Softswitch"                                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTR-1             , Meter labor group 1                                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTR-2             , Meter labor group 2                                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
MTS               , Meter socket                                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-ADPE          , "PLD,Pole Adapter"                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-BAND          , "PLD,Band"                                                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-BRACEXP       , "PLD,Gnd Brace  Expanding Steel Key"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-BRACPLK       , "PLD,Gnd Brace Plank Brace"                                                                       , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-BRACPSH       , "PLD,Gnd Brace Fittng (Push Brace)"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-CAP           , "PLD,Pole Cap (Poly)"                                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-HUBG          , "PLD,Hub Guard (Steel Plate)"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-PAD18         , "PLD,Concrete Pole Pad 18 inch Pad"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-PAD30         , "PLD,Concrete Pole Pad 30 inch Pad"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-PGRLR         , "PLD,Pole Animal Guard,Roller"                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-PTE3          , "PLD,Pole Top Extension 3ph or 1ph"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-RNFC          , "PLD,Reinforced Steel"                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-RPAV          , "PLD,Repair Pavement"                                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-SFS           , "PLD,Setting Foam Small"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
PLD-TOPR          , "PLD,Pole Topper (Preservative)"                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
POL-30-1-C        , "Pole,30ft,Class 1,Concrete"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
POL-35-1-C        , "Pole,35ft,Class 1,Concrete"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
POL-40-1-C        , "Pole,40ft,Class 1,Concrete"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
POL-55-1-S        , "Pole,55ft,Class 1,Steel"                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
RCD-BAT           , "RCD,Battery"                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 13.91          , 13.91  , 0
RCD-BRKT          , "RCD,Hanger Bracket Type R && larger"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 88.99          , 64.52  , 68.97
RCD-CC            , "RCD,Control Cbl.pwr."                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 39.77          , 16.69  , 44.5
RCD-INT-BAT       , "RCD, Intellirupter, Battery Pack"                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 26.7           , 13.35  , 33.37
RCD-INT-COM       , "RCD, Intellirupter, Communication Module"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 26.7           , 13.35  , 33.37
RCD-INT-PCM       , "RCD, Intellirupter, Protect/Control Mod"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 26.7           , 13.35  , 33.37
RCD-INT-SEL       , "RCD, SEL Interface Node, Station Breaker"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 26.7           , 13.35  , 33.37
RGD-CCM           , "RGD,Control and Cable Mtng"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 71.19          , 28.92  , 191.33
RGD-CM            , "RGD,Control Cable Mounting Hdwr"                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 44.5           , 22.25  , 77.87
SCT               , Sectionalizer                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 67.72          , 34.07  , 45.2
SVC-L             , Service (greater than 4/0)                                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 308.28         , 86.63  , 120.14
SVC-QDL           , "Service, (lashed, triplex or quad)"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 382.67         , 166.3  , 129.87
SVD-BOLTED        , "SVD, bolted"                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
SVD-SP-336        , "SVD,Spreader Bkt, 336MCM Max"                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
SVD-WHS           , "SVD, Wire Holder Screw in type"                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
SVW-SE            , "SVW,EntC,All Alum,Comm"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
XRD-CLF           , "XRD, Curr.Lmtng Fuse"                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
XRD-ELTA          , "XRD,Equipment Lead Tap Adapter"                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
XRD-NI            , "XRD,Neutral Isolator"                                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
UARR              , "UARR, Elbow"                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 39.72          , 17.02  , 52.95
UCDT-E            , Conduit elbow                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 15.13          , 15.13  , 0
UCDT-L            , Conduit large                                                                                     , FT  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1.95           , 0.04   , 0
UCDT-S            , Conduit small                                                                                     , FT  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1.4            , 0      , 0
UCON-L            , UG Conductor large                                                                                , FT  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 2.37           , 0.14   , 0
UCON-S            , UG Conductor small                                                                                , FT  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0.81           , 0.23   , 0
UEGD-C8A-2        , "UEGD,ADDL GRND 8` COPPERCOATED ROD,#2"                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 68.08          , 37.82  , 0
UEGD-C8A-4        , "UEGD,ADDL GRND 8` COPPERCOATED ROD,#4"                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 68.08          , 37.82  , 0
UEGD-G83-4        , "UEGD,GRND 8` GALVSTEEL ROD 3 PH,#4"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-G8-4         , "UEGD,GRD 8` GALV STEEL ROD 1 PH,#4"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-G8S-4        , "UEGD,GRND 8` SECTIONAL GALV. ROD,#4"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-PED          , "UEGD,PEDESTAL GRND STRAP && CONNECTR"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 37.82          , 11.35  , 0
UEGD-PSN3         , "UEGD,PRI && SEC. NEUTRAL GRND,3PH PADMNT"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 54.84          , 18.91  , 30.26
UEGD-SNP          , "UEGD,SEC.  NEUTRAL GROUND,  PADMOUNT"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 39.72          , 13.24  , 24.59
UEGD-SNT          , "UEGD,SEC.  NEUTRAL,TANK GRND, PADMNT"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 39.72          , 13.24  , 24.59
UEGD-SWI3-4       , "UEGD,PRI && SEC. NEUTRAL GRND,3PH PADMNT"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 54.84          , 18.91  , 30.26
UEGD-TEL-4        , "UEGD,GRND WIRE FOR BONDING TEL CABLE,#4"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 7.56           , 1.9    , 0
UEGD-TFT          , "UEGD,TEMPORARY GRND  FEEDTHRU 15KV"                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 18.91          , 11.35  , 30.26
UEGD-W13-4        , "UEGD,GRD 10FT CU WELD ROD(PAD BOX 3P,#4"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-W1-4         , "UEGD,GRD 10FT CU WELD ROD-PAD BOX 1P,#4"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-W83-4        , "UEGD,GRD 8` CU WELD ROD 3PH,#4"                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-W8-4         , "UEGD,GRND CU WELD ROD SINGLE,#4"                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 30.26          , 11.35  , 0
UEGD-W8C          , "UEGD, ROD 8` CWLD ADDL SECT W/ CPLNG"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 15.13          , 11.35  , 0
UENC-15-CB        , "UENC,15kV,Cabinet"                                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 90.77          , 81.32  , 0
UENC-600-CB       , "UENC,600V,Cabinet"                                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 153.18         , 81.32  , 0
UENC-600-PD       , "UENC,600V,Pedestal"                                                                              , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 70.79          , 36.69  , 0
UENC-600-PD-3     , "UENC,600V,Pedestal, 3 phase"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 141.83         , 69.97  , 0
UENC-CV           , "UENC,Cover,Fiberglass"                                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 5.68           , 5.68   , 0
UENC-GS           , "UENC,Ground Sleeve,Fiberglass"                                                                   , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 62.41          , 0      , 0
UFCI              , UG Fault Indicator                                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 6.67           , 4.45   , 11.12
UGND-ADV          , "UGND,Conduit Adhesive"                                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
UGND-BWC          , "UGND, Bushing Well Cap"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 22.69          , 9.46   , 11.35
UGND-BWI15-C      , "UGND, Bushing Well Insert 15KV,Cable"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 7.56           , 7.56   , 15.13
UGND-LBL          , "UGND,LABEL SEC PEDESTAL"                                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1.9            , 1.9    , 3.78
UGND-LCK          , Company lock                                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
UGND-LUBE         , "UGND,CABLE PULLING COMPOUND"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
UGND-SEAL-C       , "UGND,SEAL KIT CONC NEUT TO JACKET,Cable"                                                         , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 18.91          , 0      , 0
UGND-TAG          , "UGND,TAG CABLE MARKER"                                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1.9            , 1.9    , 3.79
UMO               , Underground material only unit                                                                    , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 0              , 0      , 0
UPAD-1X           , "UPAD,1Ph Xfmr"                                                                                   , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 141.83         , 69.97  , 0
UPAD-1X-PB        , "UPAD,Syn,1Ph Xfmr,w/ PadBox"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 202.34         , 100.23 , 0
UPAD-35-SSW       , "UPAD,35kV Syn,Small Switch"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 472.77         , 189.11 , 0
UPAD-C-1X-50-FP   , "UPAD,Conc,1Ph Xfmr,50in Deep,Flat Pad"                                                           , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 202.34         , 100.23 , 0
UPAD-C-3X-1K-PP   , "UPAD,Conc,3Ph Xfmr,1000KVA,Pour in Place"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1390.5         , 695.25 , 0
UPAD-C-3X-25K-PP  , "UPAD,Conc,3Ph Xfmr,2500KVA,Pour in Place"                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 1668.6         , 834.3  , 0
UPTM-B            , "UPTM,Bolted"                                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 112.12         , 7.56   , 32.15
UPTM-EL           , Elbow                                                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 107.79         , 7.56   , 32.15
UPTM-FT           , Feedthrough                                                                                       , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 3.78           , 3.78   , 0
UPTM-O            , Outdoor primary termination                                                                       , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 108.58         , 7.56   , 32.15
URSG              , "URSG, UG Riser grip"                                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 14.52          , 10.74  , 18.91
URSG-CG           , "URSG, Cable Grip Support"                                                                        , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 22.25          , 13.35  , 31.15
URSG-D-CP         , "URSG,Distr,Cable Postioner"                                                                      , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 34.04          , 15.13  , 45.38
URSR              , "Riser, single conduit, any size"                                                                 , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 291.55         , 147.6  , 201.73
URSR-2            , "Riser, 2 conduits, any size"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 472.77         , 189.11 , 378.22
URSR-2-DUGDBP     , "URSR,2In,Distr,U-Guard,Backing Plate"                                                            , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 27.81          , 13.91  , 27.81
URSR-2-LUGDBP     , "URSR,2In,StLt,U-Guard,Backing Plate"                                                             , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 27.81          , 13.91  , 27.81
URSR-2-SUGDBP     , "URSR,2In,Service,U-Guard,Backing Plate"                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 27.81          , 13.91  , 27.81
URSR-3            , "Riser, 2 conduits, any size"                                                                     , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 472.77         , 189.11 , 378.22
URSR-DUGD         , "URSR,U-Guard,Extension"                                                                          , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 29.09          , 14.18  , 11.12
URSR-DUGDBP       , "URSR,Distr,U-Guard,Backing Plate"                                                                , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 27.81          , 13.91  , 27.81
URSR-L            , "Riser, single conduit, light pole"                                                               , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 55.62          , 33.37  , 44.5
USPL-HS-40-A-15   , "USPL,Heat Shrink,4/0,Alum,15kV"                                                                  , EA  , Overhead, AEP TX TNC TX2 Abilene/San Angelo      , 01-18-26, 189.11         , 1.9    , 0
